ID,age,work_type,final_weight,education,total_education_yrs,marital_state,job,status,ethnicity,sex,capital_gain,capital_loss,hrs_per_week,nationality,target_income
7880,44,Private,182616,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
7881,44,Self-emp-not-inc,231348,Some-college,10,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,1
7882,49,Local-gov,186539,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,1
7883,20,?,424034,Some-college,10,Never-married,?,Own-child,White,M,0,0,15,US,0
7884,29,Private,29361,HS-grad,9,Never-married,Other-service,Not-in-family,White,F,0,0,38,US,0
7885,38,Private,160808,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,M,4386,0,48,US,0
7886,26,Private,371556,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
7887,31,Private,201122,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,1902,45,US,1
7888,22,?,113175,Some-college,10,Never-married,?,Own-child,White,F,0,0,20,US,0
7889,30,Self-emp-not-inc,257295,Some-college,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,M,0,2258,40,South,0
7890,26,Private,211695,Bachelors,13,Never-married,Prof-specialty,Own-child,White,M,0,0,40,US,0
7891,25,Private,240676,Some-college,10,Divorced,Tech-support,Own-child,White,F,0,0,40,US,0
7892,68,Self-emp-inc,52052,Assoc-voc,11,Widowed,Sales,Not-in-family,White,F,25124,0,50,US,1
7893,61,Private,101500,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
7894,36,Self-emp-inc,487085,7th-8th,4,Never-married,Craft-repair,Unmarried,Black,M,0,0,40,US,0
7895,43,Federal-gov,222756,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
7896,40,Private,164647,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,F,0,0,38,US,0
7897,23,Private,269687,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,M,0,0,40,US,0
7898,37,Private,167613,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,0
7899,22,Private,235853,9th,5,Never-married,Sales,Not-in-family,White,M,0,0,40,US,0
7900,20,?,163665,HS-grad,9,Never-married,?,Own-child,White,F,0,0,20,US,0
7901,31,Federal-gov,113688,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,F,0,0,40,US,0
7902,22,Private,171176,HS-grad,9,Never-married,Other-service,Not-in-family,White,F,0,0,48,?,0
7903,33,Private,219838,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,40,US,0
7904,24,Private,604537,HS-grad,9,Never-married,Transport-moving,Unmarried,White,M,0,0,40,Mexico,0
7905,48,Private,254291,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
7906,35,Private,184655,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,M,0,0,40,US,0
7907,26,Private,90980,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,F,0,0,55,US,0
7908,43,Private,102895,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,M,0,0,40,US,0
7909,22,Federal-gov,57216,Some-college,10,Never-married,Adm-clerical,Own-child,Black,M,0,0,20,US,0
7910,45,Private,140644,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
7911,65,Private,172510,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,F,1848,0,20,Hungary,0
7912,48,Private,141944,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,4386,0,40,US,1
7913,31,Self-emp-inc,304212,Some-college,10,Never-married,Exec-managerial,Own-child,White,M,0,0,45,US,0
7914,47,Self-emp-inc,156728,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,55,US,0
7915,55,Private,176317,HS-grad,9,Widowed,Adm-clerical,Own-child,White,F,0,0,40,US,0
7916,27,Private,428030,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,M,0,0,50,US,0
7917,23,Private,237720,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,M,0,0,38,US,0
7918,32,Private,34437,HS-grad,9,Never-married,Transport-moving,Own-child,White,M,0,0,40,US,0
7919,31,Private,220066,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,F,14344,0,50,US,1
7920,24,Private,229553,HS-grad,9,Never-married,Other-service,Own-child,Black,F,0,0,20,?,0
7921,20,Private,250630,Some-college,10,Never-married,Sales,Not-in-family,White,F,0,0,20,US,0
7922,67,Self-emp-inc,81413,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,0
7923,58,Private,121111,HS-grad,9,Married-civ-spouse,Sales,Wife,White,F,0,0,40,Greece,0
7924,63,Federal-gov,101996,Masters,14,Divorced,Prof-specialty,Not-in-family,White,M,0,0,40,US,1
7925,50,State-gov,229272,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,M,0,0,40,US,1
7926,31,Private,197672,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,0
7927,23,Private,54472,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,F,0,0,50,US,0
7928,35,Private,99357,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,F,0,1977,30,US,1
7929,28,Private,210867,11th,7,Divorced,Sales,Own-child,White,M,0,0,40,US,0
7930,27,Private,318639,10th,6,Never-married,Other-service,Not-in-family,White,M,0,0,60,Mexico,0
7931,59,Local-gov,114401,HS-grad,9,Widowed,Other-service,Not-in-family,White,F,0,1504,19,US,0
7932,70,Private,102610,Some-college,10,Divorced,Other-service,Not-in-family,White,M,0,0,80,US,0
7933,28,Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
7934,47,Self-emp-not-inc,93208,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,F,0,0,75,Italy,0
7935,41,Self-emp-inc,94113,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,60,US,1
7936,20,Private,218215,Some-college,10,Never-married,Sales,Own-child,White,F,0,0,30,US,0
7937,50,Private,176924,10th,6,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,38,US,0
7938,26,Local-gov,219760,HS-grad,9,Never-married,Other-service,Other-relative,White,M,0,0,16,US,0
7939,26,Federal-gov,171928,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,M,0,0,50,Japan,0
7940,43,State-gov,164790,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,M,0,0,50,US,1
7941,37,Private,231180,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
7942,35,Private,297485,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,F,0,0,40,US,0
7943,50,Self-emp-inc,283676,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,M,15024,0,60,US,1
7944,42,Private,165599,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,40,US,1
7945,25,Private,404616,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,M,0,0,99,US,1
7946,35,Private,201328,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,50,US,0
7947,43,Private,185057,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,F,0,0,30,US,1
7948,56,Local-gov,273084,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,M,0,0,40,US,1
7949,44,Private,267717,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,42,US,1
7950,32,Self-emp-not-inc,173854,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,M,0,0,35,US,1
7951,39,Private,126675,Masters,14,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,1
7952,53,Local-gov,140359,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,F,0,0,35,US,0
7953,41,Self-emp-not-inc,284086,Assoc-voc,11,Divorced,Sales,Not-in-family,White,M,0,0,60,US,0
7954,29,Private,144808,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Black,F,0,0,40,US,0
7955,28,Private,148429,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,2885,0,40,US,0
7956,46,Private,377401,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,1902,70,Canada,1
7957,20,?,124242,Some-college,10,Never-married,?,Own-child,White,F,0,0,40,US,0
7958,25,Private,161478,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,F,0,0,40,US,0
7959,29,Self-emp-not-inc,85572,11th,7,Married-civ-spouse,Other-service,Wife,White,F,0,0,5,US,0
7960,40,Private,321856,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,M,0,0,60,US,1
7961,32,Private,167531,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,F,15024,0,50,US,1
7962,24,Private,329530,9th,5,Married-civ-spouse,Sales,Husband,White,M,0,0,45,Mexico,0
7963,18,Private,120283,12th,8,Never-married,Sales,Own-child,White,F,0,0,24,US,0
7964,32,Private,195891,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,45,US,1
7965,45,Private,246392,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Black,F,0,0,30,US,0
7966,46,Private,143189,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,F,0,0,40,Dominican-Republic,0
7967,36,Private,398931,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1485,50,US,1
7968,65,Federal-gov,179985,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
7969,43,Private,128170,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,7688,0,40,US,1
7970,29,Private,133420,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,5013,0,40,US,0
7971,67,Self-emp-inc,411007,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,F,15831,0,40,US,1
7972,31,Private,148607,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,M,0,0,40,US,0
7973,22,Private,206815,HS-grad,9,Never-married,Sales,Unmarried,White,F,0,0,40,Peru,0
7974,53,Private,194791,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,45,US,0
7975,51,Private,355954,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,60,US,1
7976,42,Private,96321,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,1
7977,53,Self-emp-not-inc,151159,10th,6,Married-spouse-absent,Transport-moving,Not-in-family,White,M,0,0,99,US,0
7978,40,Private,400061,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,M,0,0,40,US,1
7979,66,?,129476,Bachelors,13,Married-civ-spouse,?,Husband,White,M,0,0,6,US,0
7980,31,Private,126501,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
7981,30,Private,271710,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,7298,0,50,US,1
7982,52,Private,159755,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1887,40,US,1
7983,46,Private,110171,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,7688,0,40,US,1
7984,47,Federal-gov,96854,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
7985,25,Private,248990,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,M,0,0,24,Mexico,0
7986,34,Private,165737,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,M,0,0,43,India,1
7987,36,Private,128382,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,M,0,0,45,US,0
7988,34,Private,203357,Some-college,10,Never-married,Adm-clerical,Other-relative,White,F,0,0,40,US,0
7989,33,Private,238002,9th,5,Married-civ-spouse,Transport-moving,Other-relative,White,M,0,0,40,Mexico,0
7990,37,Private,220585,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,M,0,0,40,US,0
7991,36,Private,113481,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,M,0,0,40,US,0
7992,37,Private,44780,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,F,0,0,40,US,0
7993,48,Private,119471,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,M,0,0,56,Philippines,1
7994,32,Private,281030,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
7995,60,Private,145493,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
7996,39,Private,192251,10th,6,Divorced,Other-service,Not-in-family,White,F,0,0,60,US,0
7997,58,Private,147989,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,1
7998,29,Private,31360,Some-college,10,Never-married,Farming-fishing,Own-child,White,M,0,0,40,US,0
7999,24,?,144898,Some-college,10,Never-married,?,Unmarried,White,M,0,0,40,US,0
8000,22,Private,500720,HS-grad,9,Never-married,Adm-clerical,Own-child,White,F,0,0,40,Mexico,0
8001,17,Private,187308,10th,6,Never-married,Other-service,Own-child,White,F,0,0,15,US,0
8002,33,Private,241885,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,M,0,0,40,US,0
8003,34,Private,123270,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
8004,40,Private,48087,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,7298,0,45,US,1
8005,31,Private,131568,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,M,0,0,40,US,0
8006,21,Private,85088,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,37,US,0
8007,52,Private,153751,9th,5,Separated,Other-service,Not-in-family,Black,F,0,0,30,US,0
8008,49,Local-gov,123088,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,46,US,0
8009,40,Private,45687,Some-college,10,Divorced,Other-service,Not-in-family,Black,M,4787,0,50,US,1
8010,44,Private,242521,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,7688,0,50,US,1
8011,63,Private,50349,HS-grad,9,Widowed,Other-service,Not-in-family,White,F,0,0,34,US,0
8012,28,Private,356555,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,48,US,0
8013,19,?,241616,HS-grad,9,Never-married,?,Unmarried,White,M,0,2001,40,US,0
8014,55,Private,234125,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,0
8015,38,Private,168680,Some-college,10,Never-married,Adm-clerical,Own-child,Black,F,0,0,40,US,0
8016,26,Private,61603,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Other,M,0,0,40,Mexico,0
8017,62,Local-gov,151369,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,M,0,0,40,US,0
8018,46,Private,101455,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,F,0,0,40,US,0
8019,42,Private,190179,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,99999,0,40,US,1
8020,24,Private,117789,Bachelors,13,Never-married,Exec-managerial,Own-child,White,F,0,0,40,US,0
8021,63,Self-emp-not-inc,106551,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8022,38,Federal-gov,307404,Some-college,10,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
8023,47,Private,115613,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,1
8024,41,Private,227890,Some-college,10,Divorced,Craft-repair,Not-in-family,White,M,0,0,46,US,1
8025,48,Private,185039,HS-grad,9,Divorced,Sales,Unmarried,White,F,0,0,30,US,0
8026,38,Private,323269,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,F,0,0,40,US,0
8027,30,State-gov,343789,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,1
8028,29,Self-emp-not-inc,160786,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,55,US,0
8029,51,Private,210736,10th,6,Married-spouse-absent,Craft-repair,Other-relative,White,M,0,0,40,US,0
8030,51,Self-emp-not-inc,186845,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,8,US,0
8031,27,Private,109611,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,F,0,0,37,Portugal,0
8032,21,Private,164019,Some-college,10,Never-married,Farming-fishing,Own-child,Black,M,0,0,10,US,0
8033,39,Private,84954,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,2829,0,65,US,0
8034,31,Private,341672,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,M,0,0,50,India,0
8035,38,Private,229236,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,M,0,0,40,Puerto-Rico,0
8036,23,Private,192978,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,40,US,0
8037,20,Private,146879,HS-grad,9,Never-married,Other-service,Not-in-family,White,M,0,2001,40,US,0
8038,20,Private,44064,Some-college,10,Never-married,Prof-specialty,Own-child,White,M,0,0,25,US,0
8039,32,Private,93930,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,M,0,0,40,US,0
8040,52,Private,42924,12th,8,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,45,US,0
8041,40,Private,104892,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,0
8042,20,Private,107658,Some-college,10,Never-married,Tech-support,Not-in-family,White,F,0,0,10,Canada,0
8043,46,Private,201595,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,70,US,0
8044,33,Federal-gov,177945,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,M,0,0,40,US,0
8045,50,State-gov,307392,Masters,14,Divorced,Prof-specialty,Unmarried,White,F,0,0,40,US,0
8046,49,Private,193366,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8047,50,Private,136836,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,F,0,0,40,US,0
8048,31,Self-emp-not-inc,81030,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
8049,18,Private,446839,HS-grad,9,Never-married,Sales,Not-in-family,White,M,0,0,30,US,0
8050,42,Private,341638,11th,7,Divorced,Craft-repair,Not-in-family,White,M,0,0,40,US,0
8051,34,Private,279015,Some-college,10,Never-married,Sales,Not-in-family,White,M,0,0,65,US,0
8052,22,?,335453,Some-college,10,Never-married,?,Own-child,White,F,0,0,16,US,0
8053,29,?,339100,11th,7,Divorced,?,Not-in-family,White,F,3418,0,48,US,0
8054,23,Private,203076,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,M,0,0,40,US,0
8055,18,?,28357,Some-college,10,Never-married,?,Own-child,White,F,0,0,20,US,0
8056,21,?,247075,HS-grad,9,Never-married,?,Unmarried,Black,F,0,0,25,US,0
8057,40,Self-emp-inc,99185,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,60,US,0
8058,39,Private,91711,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
8059,46,Federal-gov,349230,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,M,0,1848,40,US,1
8060,35,Local-gov,190964,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8061,32,Local-gov,186784,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,F,5013,0,45,US,0
8062,24,Private,237341,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,40,US,1
8063,76,?,42209,9th,5,Widowed,?,Not-in-family,White,M,0,0,25,US,0
8064,56,Local-gov,212864,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,1
8065,24,Private,119156,HS-grad,9,Never-married,Transport-moving,Own-child,White,M,0,0,50,US,0
8066,29,Private,193152,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,M,0,1408,40,US,0
8067,25,Private,141876,Masters,14,Never-married,Prof-specialty,Unmarried,White,M,0,0,45,?,0
8068,36,Self-emp-not-inc,67728,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,1
8069,55,Self-emp-not-inc,396878,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,M,0,0,25,US,0
8070,27,State-gov,230922,Masters,14,Never-married,Exec-managerial,Not-in-family,White,M,0,0,40,Scotland,0
8071,34,Private,325658,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,0
8072,68,?,133758,7th-8th,4,Widowed,?,Not-in-family,Black,M,0,0,10,US,0
8073,50,Local-gov,168672,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,F,0,1902,40,US,1
8074,48,Private,192894,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
8075,19,Private,60367,HS-grad,9,Never-married,Other-service,Own-child,White,F,0,0,13,US,0
8076,32,Private,143604,HS-grad,9,Divorced,Other-service,Not-in-family,Black,F,0,0,16,US,0
8077,46,Private,109227,Some-college,10,Divorced,Exec-managerial,Unmarried,White,F,0,0,70,US,0
8078,34,Private,27409,9th,5,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,0
8079,19,Private,198943,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,35,US,0
8080,23,Private,173851,Some-college,10,Never-married,Craft-repair,Not-in-family,White,M,0,0,40,US,0
8081,64,State-gov,277657,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,F,0,0,24,US,0
8082,61,Self-emp-not-inc,392694,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,M,0,0,50,US,1
8083,22,Private,364342,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,F,0,0,25,US,0
8084,65,Self-emp-inc,66360,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,M,6418,0,35,US,1
8085,34,Private,400416,11th,7,Never-married,Machine-op-inspct,Own-child,Black,M,0,0,45,US,0
8086,18,Private,404868,11th,7,Never-married,Sales,Own-child,Black,F,0,1602,20,US,0
8087,38,Private,205493,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,F,0,0,60,US,1
8088,19,Private,91928,Some-college,10,Never-married,Other-service,Other-relative,White,F,0,0,35,US,0
8089,60,Self-emp-inc,93272,7th-8th,4,Married-civ-spouse,Sales,Husband,White,M,0,0,60,US,0
8090,38,Private,682947,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,M,0,0,55,US,1
8091,21,Private,250647,Some-college,10,Never-married,Adm-clerical,Other-relative,White,M,0,0,30,Nicaragua,0
8092,40,Private,139193,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,M,0,1980,48,US,0
8093,69,Private,136218,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,F,0,0,40,US,0
8094,62,Private,211408,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
8095,29,Private,134890,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
8096,58,Self-emp-inc,349910,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,US,1
8097,65,Private,176796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
8098,29,Private,109814,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,US,0
8099,32,Private,50178,Some-college,10,Never-married,Sales,Own-child,White,M,0,0,35,US,0
8100,43,Private,347653,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,48,US,1
8101,43,Private,313181,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,M,0,0,38,US,0
8102,42,Private,193626,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,F,0,0,53,US,0
8103,34,Self-emp-inc,198613,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,2002,40,US,0
8104,38,Federal-gov,303817,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,F,0,0,40,US,0
8105,27,Private,359155,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,40,US,1
8106,33,Private,213226,HS-grad,9,Divorced,Sales,Not-in-family,White,M,0,0,50,US,0
8107,23,Private,96585,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,M,0,0,30,US,0
8108,27,Private,179915,Bachelors,13,Never-married,Exec-managerial,Own-child,White,F,0,0,99,US,0
8109,53,Self-emp-not-inc,101017,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,35,US,0
8110,47,Local-gov,138342,11th,7,Married-civ-spouse,Transport-moving,Husband,White,M,3411,0,40,El-Salvador,0
8111,29,Private,367329,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
8112,45,Self-emp-not-inc,152752,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,3,US,0
8113,25,Private,224943,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,M,0,0,40,US,0
8114,37,Self-emp-not-inc,286146,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,F,0,0,40,US,0
8115,19,Private,530454,HS-grad,9,Never-married,Other-service,Not-in-family,White,F,0,0,50,US,0
8116,57,?,222216,Assoc-voc,11,Widowed,?,Unmarried,White,F,0,0,38,US,0
8117,45,Private,174533,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,M,7298,0,50,US,1
8118,19,Private,219867,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,F,0,0,35,US,0
8119,59,Private,245196,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,M,0,0,40,US,1
8120,18,Private,478380,11th,7,Never-married,Sales,Own-child,White,F,0,0,25,US,0
8121,29,Private,35032,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8122,35,Private,339772,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,M,0,0,40,US,0
8123,35,Federal-gov,76845,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,M,0,0,40,US,0
8124,21,Private,119156,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,M,0,0,20,US,0
8125,40,Private,201764,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,M,0,0,40,US,0
8126,46,Private,203039,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,48,US,0
8127,32,Private,349028,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8128,43,Local-gov,143828,Masters,14,Divorced,Prof-specialty,Unmarried,Black,F,9562,0,40,US,1
8129,65,Private,330144,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,0
8130,45,Private,102096,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,?,1
8131,59,Private,197148,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,24,US,1
8132,46,Local-gov,324561,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,45,US,1
8133,57,Private,222247,12th,8,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,1
8134,17,Private,438996,10th,6,Never-married,Other-service,Other-relative,White,M,0,0,40,Mexico,0
8135,39,Private,203763,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,F,0,0,80,US,0
8136,21,?,300812,Some-college,10,Never-married,?,Own-child,White,M,0,0,30,US,0
8137,23,Private,179413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
8138,57,?,199114,10th,6,Separated,?,Not-in-family,White,M,0,0,30,US,0
